,N,M,L,U,Wt_PB,Wt_PCF,Wt_PE,Wt_PS,Wt_PM,Wt_PRev,Wt_Vol,PNL,avg_PNL,Avg_Return,Sharpe_ratio,Max_Drawdown,std_dev,pct_winning_trades,pct_losing_trades,Final_Port_val
0,2,10,40,15,-4.839011061635114e-06,4.942760232774219e-08,3.014770511148598e-07,3.1062982580142353e-06,0.9569471925693962,-0.1716827916805004,0.21473698091925436,-5193203.846090921,-85134.48928017904,-204.47725964772522,-9.908175733429495,5673674.014783982,20.637225776873656,36.0655737704918,63.934426229508205,5608073.532665029
0,2,10,40,10,-4.839011061635114e-06,4.942760232774219e-08,3.014770511148598e-07,3.1062982580142353e-06,0.9569471925693962,-0.1716827916805004,0.21473698091925436,-5597655.384722996,-60844.08026872821,-246.03080644812835,-12.63984374471966,5408128.472187582,19.464703157498178,41.30434782608695,58.69565217391305,5708834.330556432
0,2,15,15,20,-3.0234710819753995e-06,4.463359954203656e-08,1.6631059804558052e-07,1.2607388989115287e-06,0.4676782806480192,-0.014145019023810643,0.546468290163777,-3973390.792365835,-86378.06070360511,-115.99110047204316,-5.667122778165816,4154038.9942681277,20.467370306309842,45.65217391304348,54.347826086956516,6669713.891405179
0,2,15,15,15,-3.0234710819753995e-06,4.463359954203656e-08,1.6631059804558052e-07,1.2607388989115287e-06,0.4676782806480192,-0.014145019023810643,0.546468290163777,-5520692.417473443,-90503.15438481054,-225.38753647198973,-10.430252902319639,6262574.427342381,21.609019319355586,36.0655737704918,63.934426229508205,5287417.870623512
0,2,15,15,10,-3.0234710819753995e-06,4.463359954203656e-08,1.6631059804558052e-07,1.2607388989115287e-06,0.4676782806480192,-0.014145019023810643,0.546468290163777,-5862223.160504883,-63719.8169620096,-274.2517284483054,-13.756132126012952,5694815.547473572,19.936689029737746,41.30434782608695,58.69565217391305,5376375.236181786
0,2,15,20,20,-4.8716486880090926e-06,4.816221900326727e-08,1.9646823497223785e-07,1.5360909392369747e-06,0.5686628328376486,-0.02528105315678648,0.4566213112464326,-3936413.7928779884,-85574.21288865192,-114.7499158966389,-5.6412057942928815,4114066.6672406783,20.341380917662953,50.0,50.0,6698409.941746674
0,2,15,20,15,-4.8716486880090926e-06,4.816221900326727e-08,1.9646823497223785e-07,1.5360909392369747e-06,0.5686628328376486,-0.02528105315678648,0.4566213112464326,-5766473.385552747,-94532.35058283192,-249.99544628950417,-11.994961588198263,6290279.250792163,20.841704615000392,34.42622950819672,65.57377049180327,5002916.233763848
0,2,15,20,10,-4.8716486880090926e-06,4.816221900326727e-08,1.9646823497223785e-07,1.5360909392369747e-06,0.5686628328376486,-0.02528105315678648,0.4566213112464326,-5878564.662229745,-63897.44198075809,-280.04294790771576,-14.238100047070427,5604629.527910493,19.668561604561575,41.30434782608695,58.69565217391305,5324009.484347498
0,2,15,30,20,-1.1118721397467193e-05,5.3486001337131954e-08,2.4386111648061643e-07,9.724774409820416e-07,0.7266549627364971,-0.0355717204153093,0.30892660657565096,-4185180.2880374026,-90982.18017472615,-126.90546017005137,-6.17915285073615,4503837.815568579,20.53767939320882,43.47826086956522,56.52173913043478,6462629.553411998
0,2,15,30,15,-1.1118721397467193e-05,5.3486001337131954e-08,2.4386111648061643e-07,9.724774409820416e-07,0.7266549627364971,-0.0355717204153093,0.30892660657565096,-5836027.858379534,-95672.58784228745,-254.15239289858832,-12.094814669457369,6306353.110531477,21.013335040212798,32.78688524590164,67.21311475409836,4945554.25243061
0,2,15,30,10,-1.1118721397467193e-05,5.3486001337131954e-08,2.4386111648061643e-07,9.724774409820416e-07,0.7266549627364971,-0.0355717204153093,0.30892660657565096,-5939107.390631583,-64555.51511556068,-281.27429236370136,-14.322291924240401,5685383.587280395,19.638916302749433,42.391304347826086,57.608695652173914,5312081.84447669
0,2,15,40,20,-3.9028040335077275e-06,4.387141659023967e-08,2.4446307665106e-07,2.3305609174799566e-06,0.8547122666949265,-0.044632546744954725,0.1899215639586511,-4357302.201826415,-94723.9609092699,-137.2120046245477,-6.7911540468156195,4674931.314167396,20.204519538013802,45.65217391304348,54.347826086956516,6291536.054813181
0,2,15,40,15,-3.9028040335077275e-06,4.387141659023967e-08,2.4446307665106e-07,2.3305609174799566e-06,0.8547122666949265,-0.044632546744954725,0.1899215639586511,-5529453.943842961,-90646.78596463871,-229.73564013371814,-11.151418885586544,6131694.400432171,20.601471659418742,34.42622950819672,65.57377049180327,5269400.721815892
0,2,15,40,10,-3.9028040335077275e-06,4.387141659023967e-08,2.4446307665106e-07,2.3305609174799566e-06,0.8547122666949265,-0.044632546744954725,0.1899215639586511,-6074664.286842128,-66028.95963958836,-294.48387881236806,-15.152311774168938,5935777.961425114,19.43491417028473,39.130434782608695,60.86956521739131,5181184.8413189
0,2,20,15,20,-4.074700706778431e-06,4.629449984319801e-08,1.478455627967984e-07,9.971012216410591e-07,0.4625110718651512,0.009180455097297757,0.5283113564969735,-3776960.37657768,-82107.83427342783,-105.66763669382684,-5.154805858740379,3984651.7194149233,20.49885865529912,50.0,50.0,6865614.164253388
0,2,20,15,15,-4.074700706778431e-06,4.629449984319801e-08,1.478455627967984e-07,9.971012216410591e-07,0.4625110718651512,0.009180455097297757,0.5283113564969735,-5587987.489088353,-91606.35228013693,-231.96753757793468,-10.752426872386167,6074276.637665061,21.57350524965316,40.98360655737705,59.01639344262295,5201458.676851336
0,2,20,15,10,-4.074700706778431e-06,4.629449984319801e-08,1.478455627967984e-07,9.971012216410591e-07,0.4625110718651512,0.009180455097297757,0.5283113564969735,-5928318.699911488,-64438.24673816835,-276.970021814805,-13.475947111212538,5711618.776228759,20.552916951147328,40.21739130434783,59.78260869565217,5322771.022650115
0,2,20,20,20,-4.431972224261623e-06,4.762272827419513e-08,1.85626821997123e-07,1.370961689911223e-06,0.5523584072644588,0.00927072792778814,0.43837369256873715,-3526084.8712630076,-76654.01894050017,-93.2360737975726,-4.615805140938091,3736837.904594996,20.199308885605124,52.17391304347826,47.82608695652174,7124813.805074778
0,2,20,20,15,-4.431972224261623e-06,4.762272827419513e-08,1.85626821997123e-07,1.370961689911223e-06,0.5523584072644588,0.00927072792778814,0.43837369256873715,-5517513.832750148,-90451.04643852702,-228.06296057969286,-10.727601669373882,6136096.487265909,21.25945459279938,40.98360655737705,59.01639344262295,5263922.234500278
0,2,20,20,10,-4.431972224261623e-06,4.762272827419513e-08,1.85626821997123e-07,1.370961689911223e-06,0.5523584072644588,0.00927072792778814,0.43837369256873715,-5734664.035083352,-62333.30472916686,-261.41309194456676,-13.265382633596037,5441612.605312263,19.706411730824065,40.21739130434783,59.78260869565217,5525451.129770494
0,2,20,30,20,-1.0055347206674662e-05,5.239218669750465e-08,2.274373321400288e-07,8.318434144644793e-07,0.6952392891253331,0.006670595111218545,0.2980990594377217,-3791670.466523383,-82427.61883746485,-104.52143488759059,-5.011140366169005,4100443.69075414,20.857814239894616,50.0,50.0,6866023.678226437
0,2,20,30,15,-1.0055347206674662e-05,5.239218669750465e-08,2.274373321400288e-07,8.318434144644793e-07,0.6952392891253331,0.006670595111218545,0.2980990594377217,-5594046.89814176,-91705.68685478295,-230.43357571770792,-10.673172410272123,6207904.29949806,21.58997970424735,37.704918032786885,62.295081967213115,5219907.881888354
